Tarih;Saat;PTF;SMF;Pozitif Dengesizlik Fiyatı (TL/MWh);Negatif Dengesizlik Fiyatı (TL/MWh);SMF Yön
07.02.2025;23:00;2.389,01;1.989,01;1.929,34;2.460,68;Enerji Fazlası
08.02.2025;00:00;2.500,00;2.530,05;2.425,00;2.605,95;Enerji Açığı
08.02.2025;01:00;2.377,34;2.530,05;2.306,02;2.605,95;Enerji Açığı
08.02.2025;02:00;2.327,00;2.530,05;2.257,19;2.605,95;Enerji Açığı
08.02.2025;03:00;2.208,00;2.458,00;2.141,76;2.531,74;Enerji Açığı
08.02.2025;04:00;1.999,99;2.249,99;1.939,99;2.317,49;Enerji Açığı
08.02.2025;05:00;2.011,99;2.393,70;1.951,63;2.465,51;Enerji Açığı
08.02.2025;06:00;2.115,01;2.530,05;2.051,56;2.605,95;Enerji Açığı
08.02.2025;07:00;2.292,00;2.542,00;2.223,24;2.618,26;Enerji Açığı
08.02.2025;08:00;2.739,91;2.269,91;2.201,81;2.822,11;Enerji Fazlası
08.02.2025;09:00;2.696,34;2.700,00;2.615,45;2.781,00;Enerji Açığı
08.02.2025;10:00;2.573,20;2.688,00;2.496,00;2.768,64;Enerji Açığı
08.02.2025;11:00;2.208,00;2.458,00;2.141,76;2.531,74;Enerji Açığı
08.02.2025;12:00;1.874,99;2.124,99;1.818,74;2.188,74;Enerji Açığı
08.02.2025;13:00;1.874,99;2.498,00;1.818,74;2.572,94;Enerji Açığı
08.02.2025;14:00;2.056,66;2.530,05;1.994,96;2.605,95;Enerji Açığı
08.02.2025;15:00;1.999,99;2.598,00;1.939,99;2.675,94;Enerji Açığı
08.02.2025;16:00;2.035,24;2.530,05;1.974,18;2.605,95;Enerji Açığı
08.02.2025;17:00;2.600,01;2.623,71;2.522,01;2.702,42;Enerji Açığı
08.02.2025;18:00;2.799,01;2.824,06;2.715,04;2.908,78;Enerji Açığı
08.02.2025;19:00;2.783,34;2.808,39;2.699,84;2.892,64;Enerji Açığı
08.02.2025;20:00;2.699,99;2.700,00;2.618,99;2.781,00;Enerji Açığı
08.02.2025;21:00;2.595,01;2.600,00;2.517,16;2.678,00;Enerji Açığı
08.02.2025;22:00;2.000,01;2.250,01;1.940,01;2.317,51;Enerji Açığı
08.02.2025;23:00;2.249,98;2.249,97;2.182,47;2.317,48;Enerji Fazlası
09.02.2025;00:00;2.531,37;2.531,37;2.455,43;2.607,31;Enerji Fazlası
09.02.2025;01:00;2.437,01;2.530,05;2.363,90;2.605,95;Enerji Açığı
09.02.2025;02:00;1.999,99;2.047,99;1.939,99;2.109,43;Enerji Açığı
09.02.2025;03:00;1.999,98;1.999,98;1.939,98;2.059,98;Dengede
09.02.2025;04:00;2.000,00;2.250,00;1.940,00;2.317,50;Enerji Açığı
09.02.2025;05:00;2.000,00;2.250,00;1.940,00;2.317,50;Enerji Açığı
09.02.2025;06:00;2.696,34;2.720,04;2.615,45;2.801,64;Enerji Açığı
09.02.2025;07:00;2.796,34;2.821,39;2.712,45;2.906,03;Enerji Açığı
09.02.2025;08:00;2.596,33;2.621,38;2.518,44;2.700,02;Enerji Açığı
09.02.2025;09:00;1.874,99;2.530,05;1.818,74;2.605,95;Enerji Açığı
09.02.2025;10:00;1.749,97;1.749,97;1.697,47;1.802,47;Dengede
09.02.2025;11:00;1.699,99;1.699,99;1.648,99;1.750,99;Enerji Açığı
09.02.2025;12:00;863,63;1.113,63;837,72;1.147,04;Enerji Açığı
09.02.2025;13:00;1.167,99;1.800,00;1.132,95;1.854,00;Enerji Açığı
09.02.2025;14:00;1.749,97;2.530,05;1.697,47;2.605,95;Enerji Açığı
09.02.2025;15:00;1.875,00;2.847,00;1.818,75;2.932,41;Enerji Açığı
09.02.2025;16:00;2.419,01;2.847,00;2.346,44;2.932,41;Enerji Açığı
09.02.2025;17:00;2.799,00;2.824,05;2.715,03;2.908,77;Enerji Açığı
09.02.2025;18:00;2.799,01;2.887,00;2.715,04;2.973,61;Enerji Açığı
09.02.2025;19:00;2.799,01;2.944,00;2.715,04;3.032,32;Enerji Açığı
09.02.2025;20:00;2.699,01;2.949,01;2.618,04;3.037,48;Enerji Açığı
09.02.2025;21:00;2.599,00;2.849,00;2.521,03;2.934,47;Enerji Açığı
09.02.2025;22:00;2.208,00;2.458,00;2.141,76;2.531,74;Enerji Açığı
09.02.2025;23:00;2.305,00;1.747,00;1.694,59;2.374,15;Enerji Fazlası
10.02.2025;00:00;2.696,33;1.747,00;1.694,59;2.777,22;Enerji Fazlası
10.02.2025;01:00;2.596,34;1.747,00;1.694,59;2.674,23;Enerji Fazlası
10.02.2025;02:00;2.200,00;2.200,00;2.134,00;2.266,00;Dengede
10.02.2025;03:00;1.980,99;2.230,99;1.921,56;2.297,92;Enerji Açığı
10.02.2025;04:00;1.875,00;2.125,00;1.818,75;2.188,75;Enerji Açığı
10.02.2025;05:00;1.999,99;2.249,99;1.939,99;2.317,49;Enerji Açığı
10.02.2025;06:00;2.468,30;2.530,05;2.394,25;2.605,95;Enerji Açığı
10.02.2025;07:00;2.417,00;2.530,05;2.344,49;2.605,95;Enerji Açığı
10.02.2025;08:00;2.950,00;2.999,02;2.861,50;3.088,99;Enerji Açığı
10.02.2025;09:00;2.950,00;2.999,05;2.861,50;3.089,02;Enerji Açığı
10.02.2025;10:00;2.848,48;2.999,01;2.763,03;3.088,98;Enerji Açığı
10.02.2025;11:00;2.787,33;2.948,00;2.703,71;3.036,44;Enerji Açığı
10.02.2025;12:00;2.247,01;2.497,01;2.179,60;2.571,92;Enerji Açığı
10.02.2025;13:00;2.596,33;2.846,33;2.518,44;2.931,72;Enerji Açığı
10.02.2025;14:00;2.700,00;2.950,00;2.619,00;3.038,50;Enerji Açığı
10.02.2025;15:00;2.898,99;2.999,01;2.812,02;3.088,98;Enerji Açığı
10.02.2025;16:00;2.950,00;2.999,03;2.861,50;3.089,00;Enerji Açığı
10.02.2025;17:00;2.990,00;2.999,20;2.900,30;3.089,18;Enerji Açığı
10.02.2025;18:00;2.989,00;2.999,21;2.899,33;3.089,19;Enerji Açığı
10.02.2025;19:00;2.950,01;2.999,06;2.861,51;3.089,03;Enerji Açığı
10.02.2025;20:00;2.848,49;2.999,04;2.763,04;3.089,01;Enerji Açığı
10.02.2025;21:00;2.787,34;2.999,02;2.703,72;3.088,99;Enerji Açığı
10.02.2025;22:00;2.700,00;2.353,00;2.282,41;2.781,00;Enerji Fazlası
10.02.2025;23:00;2.787,33;2.440,33;2.367,12;2.870,95;Enerji Fazlası
11.02.2025;00:00;2.588,34;2.700,00;2.510,69;2.781,00;Enerji Açığı
11.02.2025;01:00;2.464,11;2.714,11;2.390,19;2.795,53;Enerji Açığı
11.02.2025;02:00;2.200,00;2.649,00;2.134,00;2.728,47;Enerji Açığı
11.02.2025;03:00;2.000,00;2.530,05;1.940,00;2.605,95;Enerji Açığı
11.02.2025;04:00;2.000,00;2.530,05;1.940,00;2.605,95;Enerji Açığı
11.02.2025;05:00;2.073,33;2.530,05;2.011,13;2.605,95;Enerji Açığı
11.02.2025;06:00;2.200,01;2.649,00;2.134,01;2.728,47;Enerji Açığı
11.02.2025;07:00;2.850,00;2.999,02;2.764,50;3.088,99;Enerji Açığı
11.02.2025;08:00;2.990,01;2.999,09;2.900,31;3.089,06;Enerji Açığı
11.02.2025;09:00;2.991,10;2.999,29;2.901,37;3.089,27;Enerji Açığı
11.02.2025;10:00;2.990,00;2.999,22;2.900,30;3.089,20;Enerji Açığı
11.02.2025;11:00;2.936,68;2.999,02;2.848,58;3.088,99;Enerji Açığı
11.02.2025;12:00;2.603,64;2.700,00;2.525,53;2.781,00;Enerji Açığı
11.02.2025;13:00;2.699,99;2.949,99;2.618,99;3.038,49;Enerji Açığı
11.02.2025;14:00;2.898,88;2.999,04;2.811,91;3.089,01;Enerji Açığı
11.02.2025;15:00;2.877,33;2.999,06;2.791,01;3.089,03;Enerji Açığı
11.02.2025;16:00;2.945,99;2.999,04;2.857,61;3.089,01;Enerji Açığı
11.02.2025;17:00;2.990,01;2.999,05;2.900,31;3.089,02;Enerji Açığı
11.02.2025;18:00;2.990,00;2.999,05;2.900,30;3.089,02;Enerji Açığı
11.02.2025;19:00;2.980,00;2.999,04;2.890,60;3.089,01;Enerji Açığı
11.02.2025;20:00;2.877,34;2.999,03;2.791,02;3.089,00;Enerji Açığı
11.02.2025;21:00;2.877,33;2.999,01;2.791,01;3.088,98;Enerji Açığı
11.02.2025;22:00;2.588,33;1.747,00;1.694,59;2.665,98;Enerji Fazlası
11.02.2025;23:00;2.550,00;2.800,00;2.473,50;2.884,00;Enerji Açığı
12.02.2025;00:00;2.500,00;1.179,00;1.143,63;2.575,00;Enerji Fazlası
12.02.2025;01:00;2.066,34;2.066,34;2.004,35;2.128,33;Dengede
12.02.2025;02:00;2.208,00;2.208,00;2.141,76;2.274,24;Enerji Açığı
12.02.2025;03:00;2.066,33;750,00;727,50;2.128,32;Enerji Fazlası
12.02.2025;04:00;2.100,01;675,00;654,75;2.163,01;Enerji Fazlası
12.02.2025;05:00;2.100,01;675,00;654,75;2.163,01;Enerji Fazlası
12.02.2025;06:00;2.323,00;2.530,05;2.253,31;2.605,95;Enerji Açığı
12.02.2025;07:00;1.874,99;2.400,00;1.818,74;2.472,00;Enerji Açığı
12.02.2025;08:00;2.869,80;2.999,20;2.783,71;3.089,18;Enerji Açığı
12.02.2025;09:00;2.949,99;2.999,26;2.861,49;3.089,24;Enerji Açığı
12.02.2025;10:00;2.896,34;2.896,34;2.809,45;2.983,23;Enerji Açığı
12.02.2025;11:00;2.700,00;1.747,00;1.694,59;2.781,00;Enerji Fazlası
12.02.2025;12:00;2.066,34;2.416,34;2.004,35;2.488,83;Enerji Açığı
12.02.2025;13:00;2.066,34;2.416,34;2.004,35;2.488,83;Enerji Açığı
12.02.2025;14:00;2.499,99;2.907,00;2.424,99;2.994,21;Enerji Açığı
12.02.2025;15:00;2.270,00;2.881,07;2.201,90;2.967,50;Enerji Açığı
12.02.2025;16:00;2.700,00;2.700,00;2.619,00;2.781,00;Enerji Açığı
12.02.2025;17:00;2.949,00;2.351,00;2.280,47;3.037,47;Enerji Fazlası
12.02.2025;18:00;2.933,33;1.747,00;1.694,59;3.021,33;Enerji Fazlası
12.02.2025;19:00;2.790,00;2.790,00;2.706,30;2.873,70;Dengede
12.02.2025;20:00;2.174,99;1.747,00;1.694,59;2.240,24;Enerji Fazlası
12.02.2025;21:00;2.199,99;2.790,00;2.133,99;2.873,70;Enerji Açığı
12.02.2025;22:00;2.495,00;2.887,00;2.420,15;2.973,61;Enerji Açığı
12.02.2025;23:00;2.066,34;2.649,00;2.004,35;2.728,47;Enerji Açığı
13.02.2025;00:00;2.100,00;2.450,00;2.037,00;2.523,50;Enerji Açığı
13.02.2025;01:00;2.100,00;2.450,00;2.037,00;2.523,50;Enerji Açığı
13.02.2025;02:00;2.093,35;2.443,35;2.030,55;2.516,65;Enerji Açığı
13.02.2025;03:00;1.980,99;2.330,99;1.921,56;2.400,92;Enerji Açığı
13.02.2025;04:00;1.874,99;2.486,30;1.818,74;2.560,89;Enerji Açığı
13.02.2025;05:00;2.078,39;2.530,05;2.016,04;2.605,95;Enerji Açığı
13.02.2025;06:00;2.520,36;2.700,00;2.444,75;2.781,00;Enerji Açığı
13.02.2025;07:00;2.236,50;2.530,05;2.169,40;2.605,95;Enerji Açığı
13.02.2025;08:00;2.849,99;1.747,00;1.694,59;2.935,49;Enerji Fazlası
13.02.2025;09:00;2.949,99;2.999,23;2.861,49;3.089,21;Enerji Açığı
13.02.2025;10:00;2.899,00;2.999,20;2.812,03;3.089,18;Enerji Açığı
13.02.2025;11:00;2.786,49;2.899,00;2.702,90;2.985,97;Enerji Açığı
13.02.2025;12:00;2.349,99;1.054,00;1.022,38;2.420,49;Enerji Fazlası
13.02.2025;13:00;2.399,99;1.204,00;1.167,88;2.471,99;Enerji Fazlası
13.02.2025;14:00;2.275,00;1.747,00;1.694,59;2.343,25;Enerji Fazlası
13.02.2025;15:00;2.174,99;1.000,00;970,00;2.240,24;Enerji Fazlası
13.02.2025;16:00;2.700,00;1.551,00;1.504,47;2.781,00;Enerji Fazlası
13.02.2025;17:00;2.949,99;2.949,99;2.861,49;3.038,49;Dengede
13.02.2025;18:00;2.950,00;2.100,00;2.037,00;3.038,50;Enerji Fazlası
13.02.2025;19:00;2.949,99;2.000,00;1.940,00;3.038,49;Enerji Fazlası
13.02.2025;20:00;2.888,38;1.747,00;1.694,59;2.975,03;Enerji Fazlası
13.02.2025;21:00;2.688,89;1.747,00;1.694,59;2.769,56;Enerji Fazlası
13.02.2025;22:00;2.550,00;1.747,00;1.694,59;2.626,50;Enerji Fazlası
13.02.2025;23:00;2.480,08;2.255,08;2.187,43;2.554,48;Enerji Fazlası
14.02.2025;00:00;2.699,99;2.700,00;2.618,99;2.781,00;Enerji Açığı
14.02.2025;01:00;2.446,63;2.796,63;2.373,23;2.880,53;Enerji Açığı
14.02.2025;02:00;2.199,99;2.530,05;2.133,99;2.605,95;Enerji Açığı
14.02.2025;03:00;1.874,99;2.224,99;1.818,74;2.291,74;Enerji Açığı
14.02.2025;04:00;1.874,98;2.224,98;1.818,73;2.291,73;Enerji Açığı
14.02.2025;05:00;1.980,99;2.530,05;1.921,56;2.605,95;Enerji Açığı
14.02.2025;06:00;2.451,65;2.600,00;2.378,10;2.678,00;Enerji Açığı
14.02.2025;07:00;2.534,01;2.888,00;2.457,99;2.974,64;Enerji Açığı
14.02.2025;08:00;2.950,00;2.999,25;2.861,50;3.089,23;Enerji Açığı
14.02.2025;09:00;2.949,99;2.999,20;2.861,49;3.089,18;Enerji Açığı
14.02.2025;10:00;2.700,00;1.747,00;1.694,59;2.781,00;Enerji Fazlası
14.02.2025;11:00;2.618,39;800,00;776,00;2.696,94;Enerji Fazlası
14.02.2025;12:00;1.874,99;2.224,99;1.818,74;2.291,74;Enerji Açığı
14.02.2025;13:00;1.000,01;650,00;630,50;1.030,01;Enerji Fazlası
14.02.2025;14:00;2.025,99;2.300,00;1.965,21;2.369,00;Enerji Açığı
14.02.2025;15:00;2.355,00;2.355,00;2.284,35;2.425,65;Dengede
14.02.2025;16:00;2.634,00;1.747,00;1.694,59;2.713,02;Enerji Fazlası
14.02.2025;17:00;2.829,00;2.960,00;2.744,13;3.048,80;Enerji Açığı
14.02.2025;18:00;2.850,00;2.999,40;2.764,50;3.089,38;Enerji Açığı
14.02.2025;19:00;2.788,89;2.999,23;2.705,22;3.089,21;Enerji Açığı
14.02.2025;20:00;2.649,08;2.948,89;2.569,61;3.037,36;Enerji Açığı
14.02.2025;21:00;2.390,01;2.700,00;2.318,31;2.781,00;Enerji Açığı
14.02.2025;22:00;2.424,99;2.774,99;2.352,24;2.858,24;Enerji Açığı
14.02.2025;23:00;2.250,01;2.700,00;2.182,51;2.781,00;Enerji Açığı
15.02.2025;00:00;2.598,38;2.999,00;2.520,43;3.088,97;Enerji Açığı
15.02.2025;01:00;2.304,99;2.947,00;2.235,84;3.035,41;Enerji Açığı
15.02.2025;02:00;2.300,00;2.847,00;2.231,00;2.932,41;Enerji Açığı
15.02.2025;03:00;2.125,00;2.700,00;2.061,25;2.781,00;Enerji Açığı
15.02.2025;04:00;1.999,98;2.700,00;1.939,98;2.781,00;Enerji Açığı
15.02.2025;05:00;2.025,11;2.700,00;1.964,36;2.781,00;Enerji Açığı
15.02.2025;06:00;2.477,57;2.827,57;2.403,24;2.912,40;Enerji Açığı
15.02.2025;07:00;2.688,89;2.999,00;2.608,22;3.088,97;Enerji Açığı
15.02.2025;08:00;2.847,99;2.980,00;2.762,55;3.069,40;Enerji Açığı
15.02.2025;09:00;2.674,99;2.700,00;2.594,74;2.781,00;Enerji Açığı
15.02.2025;10:00;2.200,00;2.550,00;2.134,00;2.626,50;Enerji Açığı
15.02.2025;11:00;2.200,00;2.550,00;2.134,00;2.626,50;Enerji Açığı
15.02.2025;12:00;1.615,99;2.499,00;1.567,51;2.573,97;Enerji Açığı
15.02.2025;13:00;2.032,99;2.382,99;1.972,00;2.454,48;Enerji Açığı
15.02.2025;14:00;2.444,01;1.051,00;1.019,47;2.517,33;Enerji Fazlası
15.02.2025;15:00;2.270,00;675,00;654,75;2.338,10;Enerji Fazlası
15.02.2025;16:00;2.499,98;1.051,00;1.019,47;2.574,98;Enerji Fazlası
15.02.2025;17:00;2.825,55;2.980,00;2.740,78;3.069,40;Enerji Açığı
15.02.2025;18:00;3.000,00;3.000,00;2.910,00;3.090,00;Enerji Açığı
15.02.2025;19:00;3.000,00;3.000,00;2.910,00;3.090,00;Enerji Açığı
15.02.2025;20:00;2.950,00;2.999,02;2.861,50;3.088,99;Enerji Açığı
15.02.2025;21:00;2.900,01;2.999,01;2.813,01;3.088,98;Enerji Açığı
15.02.2025;22:00;2.788,89;2.947,00;2.705,22;3.035,41;Enerji Açığı
15.02.2025;23:00;2.644,45;2.784,00;2.565,12;2.867,52;Enerji Açığı
16.02.2025;00:00;2.600,00;2.700,00;2.522,00;2.781,00;Enerji Açığı
16.02.2025;01:00;2.499,99;1.999,99;1.939,99;2.574,99;Enerji Fazlası
16.02.2025;02:00;2.525,00;2.525,00;2.449,25;2.600,75;Enerji Açığı
16.02.2025;03:00;2.600,00;2.700,00;2.522,00;2.781,00;Enerji Açığı
16.02.2025;04:00;2.562,63;2.900,00;2.485,75;2.987,00;Enerji Açığı
16.02.2025;05:00;2.600,00;2.900,00;2.522,00;2.987,00;Enerji Açığı
16.02.2025;06:00;2.800,01;2.987,00;2.716,01;3.076,61;Enerji Açığı
16.02.2025;07:00;2.899,00;2.991,00;2.812,03;3.080,73;Enerji Açığı
16.02.2025;08:00;2.888,88;2.541,88;2.465,62;2.975,55;Enerji Fazlası
16.02.2025;09:00;2.600,01;675,00;654,75;2.678,01;Enerji Fazlası
16.02.2025;10:00;2.500,01;649,99;630,49;2.575,01;Enerji Fazlası
16.02.2025;11:00;1.874,98;650,00;630,50;1.931,23;Enerji Fazlası
16.02.2025;12:00;1.325,62;450,00;436,50;1.365,39;Enerji Fazlası
16.02.2025;13:00;1.846,00;649,99;630,49;1.901,38;Enerji Fazlası
16.02.2025;14:00;1.999,98;650,00;630,50;2.059,98;Enerji Fazlası
16.02.2025;15:00;1.874,99;649,99;630,49;1.931,24;Enerji Fazlası
16.02.2025;16:00;2.499,99;700,00;679,00;2.574,99;Enerji Fazlası
16.02.2025;17:00;2.980,01;1.747,00;1.694,59;3.069,41;Enerji Fazlası
16.02.2025;18:00;3.000,00;2.700,00;2.619,00;3.090,00;Enerji Fazlası
16.02.2025;19:00;3.000,00;3.000,00;2.910,00;3.090,00;Enerji Açığı
16.02.2025;20:00;3.000,00;2.653,00;2.573,41;3.090,00;Enerji Fazlası
16.02.2025;21:00;2.980,01;2.633,01;2.554,02;3.069,41;Enerji Fazlası
16.02.2025;22:00;2.600,00;1.747,00;1.694,59;2.678,00;Enerji Fazlası
16.02.2025;23:00;2.600,00;1.747,00;1.694,59;2.678,00;Enerji Fazlası
17.02.2025;00:00;2.499,98;1.747,00;1.694,59;2.574,98;Enerji Fazlası
17.02.2025;01:00;2.499,98;1.999,98;1.939,98;2.574,98;Enerji Fazlası
17.02.2025;02:00;2.326,99;2.374,99;2.257,18;2.446,24;Enerji Açığı
17.02.2025;03:00;1.874,99;2.224,99;1.818,74;2.291,74;Enerji Açığı
17.02.2025;04:00;1.874,99;2.224,99;1.818,74;2.291,74;Enerji Açığı
17.02.2025;05:00;1.894,99;2.244,99;1.838,14;2.312,34;Enerji Açığı
17.02.2025;06:00;2.500,01;1.551,00;1.504,47;2.575,01;Enerji Fazlası
17.02.2025;07:00;2.799,99;2.883,99;2.715,99;2.970,51;Enerji Açığı
17.02.2025;08:00;3.000,00;3.000,00;2.910,00;3.090,00;Enerji Açığı
17.02.2025;09:00;2.980,01;1.614,00;1.565,58;3.069,41;Enerji Fazlası
17.02.2025;10:00;2.600,01;1.238,00;1.200,86;2.678,01;Enerji Fazlası
17.02.2025;11:00;2.100,00;1.000,00;970,00;2.163,00;Enerji Fazlası
17.02.2025;12:00;2.040,99;649,99;630,49;2.102,22;Enerji Fazlası
17.02.2025;13:00;2.133,33;650,00;630,50;2.197,33;Enerji Fazlası
17.02.2025;14:00;2.102,00;2.666,40;2.038,94;2.746,39;Enerji Açığı
17.02.2025;15:00;2.399,98;2.790,00;2.327,98;2.873,70;Enerji Açığı
17.02.2025;16:00;2.800,00;2.884,00;2.716,00;2.970,52;Enerji Açığı
17.02.2025;17:00;3.000,00;3.000,00;2.910,00;3.090,00;Enerji Açığı
17.02.2025;18:00;2.988,99;2.999,04;2.899,32;3.089,01;Enerji Açığı
17.02.2025;19:00;2.980,00;2.999,20;2.890,60;3.089,18;Enerji Açığı
17.02.2025;20:00;2.899,00;2.999,02;2.812,03;3.088,99;Enerji Açığı
17.02.2025;21:00;2.825,00;2.999,00;2.740,25;3.088,97;Enerji Açığı
17.02.2025;22:00;2.358,40;2.666,40;2.287,65;2.746,39;Enerji Açığı
17.02.2025;23:00;2.496,66;2.666,40;2.421,76;2.746,39;Enerji Açığı
18.02.2025;00:00;2.600,01;2.800,00;2.522,01;2.884,00;Enerji Açığı
18.02.2025;01:00;2.413,63;2.763,63;2.341,22;2.846,54;Enerji Açığı
18.02.2025;02:00;2.144,77;2.666,40;2.080,43;2.746,39;Enerji Açığı
18.02.2025;03:00;2.000,01;2.350,01;1.940,01;2.420,51;Enerji Açığı
18.02.2025;04:00;1.981,00;2.331,00;1.921,57;2.400,93;Enerji Açığı
18.02.2025;05:00;2.162,01;2.412,01;2.097,15;2.484,37;Enerji Açığı
18.02.2025;06:00;2.549,99;2.549,99;2.473,49;2.626,49;Enerji Açığı
18.02.2025;07:00;2.790,00;1.747,00;1.694,59;2.873,70;Enerji Fazlası
18.02.2025;08:00;2.949,99;2.000,00;1.940,00;3.038,49;Enerji Fazlası
18.02.2025;09:00;2.979,99;2.998,00;2.890,59;3.087,94;Enerji Açığı
18.02.2025;10:00;2.945,99;2.999,00;2.857,61;3.088,97;Enerji Açığı
18.02.2025;11:00;2.950,00;2.999,02;2.861,50;3.088,99;Enerji Açığı
18.02.2025;12:00;2.790,01;2.816,41;2.706,31;2.900,90;Enerji Açığı
18.02.2025;13:00;2.950,00;2.976,40;2.861,50;3.065,69;Enerji Açığı
18.02.2025;14:00;2.975,01;2.999,03;2.885,76;3.089,00;Enerji Açığı
18.02.2025;15:00;2.970,00;2.999,02;2.880,90;3.088,99;Enerji Açığı
18.02.2025;16:00;2.980,00;2.999,02;2.890,60;3.088,99;Enerji Açığı
18.02.2025;17:00;2.989,16;2.999,01;2.899,49;3.088,98;Enerji Açığı
18.02.2025;18:00;2.899,00;1.747,00;1.694,59;2.985,97;Enerji Fazlası
18.02.2025;19:00;2.811,77;2.071,00;2.008,87;2.896,12;Enerji Fazlası
18.02.2025;20:00;2.746,11;1.747,00;1.694,59;2.828,49;Enerji Fazlası
18.02.2025;21:00;2.546,80;1.747,00;1.694,59;2.623,20;Enerji Fazlası
18.02.2025;22:00;2.133,77;1.883,77;1.827,26;2.197,78;Enerji Fazlası
18.02.2025;23:00;2.139,99;1.747,00;1.694,59;2.204,19;Enerji Fazlası
19.02.2025;00:00;2.680,01;2.706,41;2.599,61;2.787,60;Enerji Açığı
19.02.2025;01:00;2.500,00;2.750,00;2.425,00;2.832,50;Enerji Açığı
19.02.2025;02:00;2.105,00;2.455,00;2.041,85;2.528,65;Enerji Açığı
19.02.2025;03:00;2.139,98;2.489,98;2.075,78;2.564,68;Enerji Açığı
19.02.2025;04:00;2.077,77;2.077,77;2.015,44;2.140,10;Dengede
19.02.2025;05:00;2.157,77;1.717,00;1.665,49;2.222,50;Enerji Fazlası
19.02.2025;06:00;2.480,89;1.717,00;1.665,49;2.555,32;Enerji Fazlası
19.02.2025;07:00;2.593,95;1.460,00;1.416,20;2.671,77;Enerji Fazlası
19.02.2025;08:00;2.989,99;2.850,00;2.764,50;3.079,69;Enerji Fazlası
19.02.2025;09:00;3.000,00;3.000,00;2.910,00;3.090,00;Enerji Açığı
19.02.2025;10:00;2.975,01;2.999,02;2.885,76;3.088,99;Enerji Açığı
19.02.2025;11:00;2.898,11;2.924,51;2.811,17;3.012,25;Enerji Açığı
19.02.2025;12:00;2.512,63;2.537,68;2.437,25;2.613,81;Enerji Açığı
19.02.2025;13:00;2.450,01;2.800,00;2.376,51;2.884,00;Enerji Açığı
19.02.2025;14:00;2.584,39;2.999,02;2.506,86;3.088,99;Enerji Açığı
19.02.2025;15:00;2.597,33;2.999,02;2.519,41;3.088,99;Enerji Açığı
19.02.2025;16:00;2.700,00;2.999,03;2.619,00;3.089,00;Enerji Açığı
19.02.2025;17:00;2.847,00;2.999,04;2.761,59;3.089,01;Enerji Açığı
19.02.2025;18:00;2.789,00;2.999,00;2.705,33;3.088,97;Enerji Açığı
19.02.2025;19:00;2.698,12;2.948,12;2.617,18;3.036,56;Enerji Açığı
19.02.2025;20:00;2.600,01;2.800,00;2.522,01;2.884,00;Enerji Açığı
19.02.2025;21:00;2.486,85;2.800,00;2.412,24;2.884,00;Enerji Açığı
19.02.2025;22:00;2.348,77;936,00;907,92;2.419,23;Enerji Fazlası
19.02.2025;23:00;2.105,01;936,00;907,92;2.168,16;Enerji Fazlası
20.02.2025;00:00;2.699,01;2.725,41;2.618,04;2.807,17;Enerji Açığı
20.02.2025;01:00;2.524,99;2.550,04;2.449,24;2.626,54;Enerji Açığı
20.02.2025;02:00;1.978,00;2.328,00;1.918,66;2.397,84;Enerji Açığı
20.02.2025;03:00;1.978,00;2.328,00;1.918,66;2.397,84;Enerji Açığı
20.02.2025;04:00;1.889,98;2.239,98;1.833,28;2.307,18;Enerji Açığı
20.02.2025;05:00;2.239,00;2.489,00;2.171,83;2.563,67;Enerji Açığı
20.02.2025;06:00;2.154,99;2.504,99;2.090,34;2.580,14;Enerji Açığı
20.02.2025;07:00;2.386,01;2.736,01;2.314,43;2.818,09;Enerji Açığı
20.02.2025;08:00;2.846,99;2.999,00;2.761,58;3.088,97;Enerji Açığı
20.02.2025;09:00;2.900,01;2.999,02;2.813,01;3.088,99;Enerji Açığı
20.02.2025;10:00;2.699,01;2.800,00;2.618,04;2.884,00;Enerji Açığı
20.02.2025;11:00;2.550,00;2.666,40;2.473,50;2.746,39;Enerji Açığı
20.02.2025;12:00;1.997,00;1.497,00;1.452,09;2.056,91;Enerji Fazlası
20.02.2025;13:00;2.076,77;650,00;630,50;2.139,07;Enerji Fazlası
20.02.2025;14:00;2.386,01;1.647,00;1.597,59;2.457,59;Enerji Fazlası
20.02.2025;15:00;2.568,89;1.527,00;1.481,19;2.645,96;Enerji Fazlası
20.02.2025;16:00;2.750,01;1.599,00;1.551,03;2.832,51;Enerji Fazlası
20.02.2025;17:00;2.989,00;2.450,00;2.376,50;3.078,67;Enerji Fazlası
20.02.2025;18:00;2.929,00;2.929,00;2.841,13;3.016,87;Enerji Açığı
20.02.2025;19:00;2.900,00;2.999,00;2.813,00;3.088,97;Enerji Açığı
20.02.2025;20:00;2.700,00;2.999,00;2.619,00;3.088,97;Enerji Açığı
20.02.2025;21:00;2.450,01;2.999,00;2.376,51;3.088,97;Enerji Açığı
20.02.2025;22:00;2.039,05;2.889,00;1.977,88;2.975,67;Enerji Açığı
20.02.2025;23:00;2.294,01;2.889,00;2.225,19;2.975,67;Enerji Açığı
21.02.2025;00:00;2.525,00;2.875,00;2.449,25;2.961,25;Enerji Açığı
21.02.2025;01:00;2.375,25;2.725,25;2.303,99;2.807,01;Enerji Açığı
21.02.2025;02:00;2.207,26;2.557,26;2.141,04;2.633,98;Enerji Açığı
21.02.2025;03:00;2.208,33;2.558,33;2.142,08;2.635,08;Enerji Açığı
